,유치원명,대표자,원장,설립일자,설립유형,개원일자,담당행정기관,전화번호,홈페이지,운영시간,주소,제공서비스,3세반학급,4세반학급,5세반학급,3~4세반학급,4~5세반학급,3~5세반학급,특수/장애반학급,3세반학생수,4세반학생수,5세반학생수,3~4세반학생수,4~5세반학생수,3~5세반학생수,특수/장애반학생수,원장수,원감수,수석교사,보직교사,교사,특수교사,보건교사,영양교사,기간제교원,사무직원,수석교사.1,1급정교사,2급정교사,준교사,1년미만,1년이상2년미만,2년이상4년미만,4년이상6년미만,6년이상,평가(인증)년월,lat,lng,구별,총교사수,총학생수,비율
437,서울양화초등학교병설유치원,이희숙,이희숙,2013-09-01,공립(병설),2013-09-01,서울특별시교육청 / 강서양천교육지원청,02-2646-1090,http://www.yanghwa.es.kr/,09 : 00 ~ 20 : 00,서울특별시 양천구 목동중앙북로16길 57,"['방과후과정', '아침돌봄']",1,1,1,0,0,0,0,15.0,22.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,5.0,2,0,2,5,5,0,1,1,1,0,2017년 10월,37.5437143,126.8744087,양천구,8.0,63.0,7.875
438,서울언남초등학교병설유치원,여문옥,여문옥,2014-09-01,공립(병설),2014-09-01,서울특별시교육청 / 강남서초교육지원청,070-4754-3330,http://www.ennamchild.co.kr/,09 : 00 ~ 20 : 00,서울특별시 서초구 헌릉로8길 42,"['방과후과정', '특수학급']",1,1,2,0,0,0,1,16.0,20.0,42.0,0.0,0.0,0.0,5.0,0,1,0.0,1.0,3.0,1,0,0,4.0,3,0,0,0,0,3,0,2,0,0,2015년 10월,37.45397740000001,127.06134270000001,서초구,8.0,83.0,10.375
439,서울언주초등학교병설유치원,김종헌,김종헌,2013-03-01,공립(병설),2013-03-14,서울특별시교육청 / 강남서초교육지원청,02-3462-5280,등록된 홈페이지가 없습니다.,09 : 00 ~ 20 : 00,서울특별시 강남구 남부순환로363길 19,"['방과후과정', '아침돌봄']",1,1,1,0,0,0,0,16.0,22.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,4.0,2,0,2,5,5,2,0,0,1,0,2017년 06월,37.4862841,127.03678090000001,강남구,7.0,64.0,9.142857142857142
440,서울여자대학교부속유치원,최석란,최석란,1994-04-06,사립(법인),1994-04-06,서울특별시교육청 / 북부교육지원청,02-970-5353,등록된 홈페이지가 없습니다.,09 : 20 ~ 19 : 00,서울특별시 노원구 화랑로 621,['방과후과정'],2,2,2,0,0,0,0,36.0,48.0,52.0,0.0,0.0,0.0,0.0,1,1,0.0,1.0,7.0,0,0,1,4.0,1,0,3,5,5,0,4,1,1,3,2014년 10월,37.6292222,127.0905514,노원구,12.0,136.0,11.333333333333334
441,서울역삼초등학교병설유치원,김수기,김수기,2005-03-01,공립(병설),2005-03-01,서울특별시교육청 / 강남서초교육지원청,02-569-2731,http://www.yeoksam.es.kr,09 : 00 ~ 19 : 30,서울특별시 강남구 강남대로66길 21,"['방과후과정', '특수학급']",0,1,1,0,0,0,1,0.0,11.0,19.0,0.0,0.0,0.0,5.0,0,0,0.0,1.0,1.0,1,0,0,4.0,3,0,4,3,3,2,0,0,0,1,2017년 09월,37.492917999999996,127.03285430000001,강남구,6.0,35.0,5.833333333333333
442,서울연광초등학교병설유치원,이춘림,이춘림,2004-04-28,공립(병설),2004-04-28,서울특별시교육청 / 서부교육지원청,02-353-5977,http://www.yeonkwang.es.kr,09 : 00 ~ 20 : 00,서울특별시 은평구 연서로35길 37,['방과후과정'],0,1,1,0,0,0,0,0.0,21.0,22.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2.0,0,0,0,4.0,2,0,1,5,5,1,1,0,0,0,2015년 10월,37.6238264,126.9240662,은평구,6.0,43.0,7.166666666666667
443,서울연신초등학교병설유치원,최원애,최원애,2012-03-12,공립(병설),2012-03-12,서울특별시교육청 / 서부교육지원청,02-384-0374,http://www.yoensin.es.kr,09 : 30 ~ 19 : 30,서울특별시 은평구 연서로 347,['방과후과정'],1,1,1,0,0,0,0,9.0,22.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,4.0,2,0,2,4,4,1,1,0,1,0,2016년 09월,37.6262605,126.92827369999999,은평구,7.0,57.0,8.142857142857142
444,서울연은초등학교병설유치원,민창규,민창규,2012-12-27,공립(병설),2013-03-13,서울특별시교육청 / 서부교육지원청,02-302-4593,http://www.yeoneun.es.kr,09 : 00 ~ 19 : 00,서울특별시 은평구 백련산로2길 35,"['방과후과정', '특수학급']",0,1,1,0,0,0,1,0.0,22.0,23.0,0.0,0.0,0.0,4.0,0,0,0.0,1.0,1.0,1,0,0,2.0,3,0,2,3,3,0,0,0,1,2,2017년 10월,37.5908109,126.9248412,은평구,4.0,49.0,12.25
445,서울연천초등학교병설유치원,정하소,정하소,2012-03-01,공립(병설),2012-03-01,서울특별시교육청 / 서부교육지원청,02-357-3956,http://www.yc1985.es.kr,09 : 00 ~ 20 : 00,서울특별시 은평구 연서로34길 22,['방과후과정'],0,1,1,0,0,0,0,0.0,22.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2.0,0,0,0,4.0,2,0,3,2,2,0,1,0,1,0,2016년 09월,37.62085820000001,126.92948740000001,은평구,6.0,48.0,8.0
446,서울연촌초등학교병설유치원,강신진,강신진,1987-01-26,공립(병설),1987-01-26,서울특별시교육청 / 북부교육지원청,02-975-2498,http://www.yeonchon.es.kr,09 : 00 ~ 20 : 00,서울특별시 노원구 공릉로58길 36,['방과후과정'],1,1,1,0,0,0,0,16.0,22.0,26.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,2.0,0,0,0,4.0,1,0,2,3,3,1,0,2,0,0,2017년 10월,37.63506470000001,127.07286210000001,노원구,7.0,64.0,9.142857142857142
447,"서울연희유치원
                  
                  	(폐원)",홍지연,홍지연,1994-01-01,사립(사인),1994-01-01,서울특별시교육청 / 서부교육지원청,02-715-5886,http://www.yeonhee.org,09 : 00 ~ 20 : 00,서울특별시 마포구 대흥로24바길 36-16,['방과후과정'],0,0,0,1,1,0,0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,1,1,0.0,0.0,2.0,0,0,0,0.0,0,0,1,1,1,0,0,1,1,0,2013년 10월,37.5532494,126.9480335,마포구,2.0,22.0,11.0
448,서울염경초등학교병설유치원,조혜숙,조혜숙,2006-03-01,공립(병설),2006-03-01,서울특별시교육청 / 강서양천교육지원청,02-3662-1910,http://www.yeomkyoung.es.kr,09 : 30 ~ 20 : 00,서울특별시 강서구 양천로69길 49,"['방과후과정', '아침돌봄']",1,1,1,0,0,0,0,16.0,22.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,4.0,2,0,2,5,5,2,1,0,0,0,2017년 10월,37.5548065,126.8712574,강서구,7.0,64.0,9.142857142857142
449,서울영도초등학교병설유치원,임동찬,임동찬,1987-01-27,공립(병설),1987-01-27,서울특별시교육청 / 강서양천교육지원청,02-2643-5978,http://www.영도병설유치원.kr,09 : 30 ~ 20 : 00,서울특별시 양천구 목동중앙로 70,['방과후과정'],1,2,2,0,0,0,0,16.0,44.0,52.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,4.0,0,0,0,4.0,0,0,3,6,6,2,0,1,1,1,2017년 10월,37.5357019,126.87162579999999,양천구,9.0,112.0,12.444444444444445
450,서울영동초등학교병설유치원,주정숙,주정숙,2013-03-01,공립(병설),2013-03-01,서울특별시교육청 / 남부교육지원청,02-2635-0584,등록된 홈페이지가 없습니다.,09 : 30 ~ 19 : 30,서울특별시 영등포구 국회대로53길 20,['방과후과정'],1,1,1,0,0,0,0,16.0,22.0,25.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,2.0,2,0,1,4,4,2,0,0,1,0,2017년 10월,37.5263594,126.9074081,영등포구,5.0,63.0,12.6
451,서울영등포초등학교병설유치원,신상춘,신상춘,1998-04-22,공립(병설),1998-04-22,서울특별시교육청 / 남부교육지원청,02-2632-9781,http://www.ydp.es.kr,09 : 30 ~ 20 : 00,서울특별시 영등포구 경인로 756,"['방과후과정', '아침돌봄']",1,1,1,0,0,0,0,16.0,22.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,4.0,2,0,3,4,4,0,1,1,1,0,2017년 10월,37.5129331,126.8992618,영등포구,7.0,64.0,9.142857142857142
452,서울영림초등학교병설유치원,이선기,이선기,2005-12-29,공립(병설),2006-03-01,서울특별시교육청 / 남부교육지원청,02-834-3041,http://www.younglim.es.kr,09 : 00 ~ 19 : 30,서울특별시 영등포구 시흥대로173길 14,['방과후과정'],0,1,1,0,0,0,0,0.0,17.0,25.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2.0,0,0,0,4.0,2,0,2,3,3,0,1,0,0,1,2016년 10월,37.4873525,126.9024483,영등포구,6.0,42.0,7.0
453,서울영서초등학교병설유치원,정경화,정경화,1992-03-06,공립(병설),1992-03-06,서울특별시교육청 / 남부교육지원청,02-861-6971,http://www.youngseo.es.kr,09 : 30 ~ 20 : 00,서울특별시 구로구 도림로20길 57,['방과후과정'],1,1,1,0,0,0,0,16.0,22.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,4.0,2,0,1,6,6,2,0,0,1,0,2017년 10월,37.4882883,126.89467420000001,구로구,7.0,64.0,9.142857142857142
454,서울영중초등학교병설유치원,남미애,남미애,1998-12-01,공립(병설),1999-04-22,서울특별시교육청 / 남부교육지원청,02-2633-8793,http://www.youngjoong.es.kr,09 : 00 ~ 20 : 00,서울특별시 영등포구 양산로 185,"['방과후과정', '특수학급', '아침돌봄']",1,2,1,0,0,0,1,16.0,30.0,23.0,0.0,0.0,0.0,5.0,0,1,0.0,1.0,3.0,1,0,0,5.0,3,0,2,7,7,1,4,0,0,0,2017년 09월,37.5236591,126.90381380000001,영등포구,9.0,74.0,8.222222222222221
455,서울영풍초등학교병설유치원,정지양,정지양,2017-09-21,공립(병설),2018-03-01,서울특별시교육청 / 강동송파교육지원청,02-407-9747,http://www.youngpung.es.kr/,09 : 00 ~ 20 : 00,서울특별시 송파구 오금로57길 15,"['방과후과정', '특수학급']",0,17,20,0,0,0,4,0.0,17.0,20.0,0.0,0.0,0.0,4.0,0,1,0.0,1.0,1.0,1,0,0,2.0,3,0,2,1,1,1,0,0,0,2,-,37.4962643,127.1429912,송파구,4.0,41.0,10.25
456,서울옥수초등학교병설유치원,고영규,고영규,1996-01-16,공립(병설),1996-03-18,서울특별시교육청 / 성동광진교육지원청,02-2299-4115,http://oksu.es.kr,09 : 00 ~ 19 : 30,서울특별시 성동구 금호로1길 25,['방과후과정'],1,1,1,0,0,0,0,16.0,22.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,4.0,2,0,1,6,6,1,0,2,0,0,2017년 10월,37.545983899999996,127.021758,성동구,7.0,64.0,9.142857142857142
457,서울옥정초등학교병설유치원,이근실,이근실,1985-03-11,공립(병설),1985-03-11,서울특별시교육청 / 성동광진교육지원청,02-2294-6317,http://www.okjeong.kg.kr,09 : 00 ~ 20 : 00,서울특별시 성동구 한림말길 43,['방과후과정'],0,1,1,0,0,0,0,0.0,22.0,24.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2.0,0,0,0,4.0,2,0,1,3,3,1,0,0,1,0,2015년 09월,37.5418092,127.01567479999999,성동구,6.0,46.0,7.666666666666667
458,서울용강초등학교병설유치원,박용서,박용서,1999-04-26,공립(병설),1999-04-26,서울특별시교육청 / 서부교육지원청,02-711-2578,http://www.yonggang.es.kr/notice/board.do?bcfNo=1441301,09 : 00 ~ 20 : 00,서울특별시 마포구 백범로17길 9,"['방과후과정', '특수학급', '아침돌봄']",0,1,1,0,0,0,1,0.0,20.0,25.0,0.0,0.0,0.0,4.0,0,0,0.0,0.0,1.0,1,0,0,5.0,3,0,1,6,6,1,0,0,1,0,2014년 10월,37.54861470000001,126.94401670000002,마포구,6.0,49.0,8.166666666666666
459,서울용답초등학교병설유치원,정미숙,정미숙,2014-03-01,공립(병설),2014-05-27,서울특별시교육청 / 성동광진교육지원청,02-2245-8985,http://www.yd.es.kr,09 : 00 ~ 20 : 00,서울특별시 성동구 용답25길 1,['방과후과정'],1,1,1,0,0,0,0,8.0,11.0,20.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3.0,0,0,0,2.0,2,0,2,2,2,0,0,2,1,0,2016년 11월,37.560776700000005,127.0535444,성동구,5.0,39.0,7.8
460,서울우면초등학교병설유치원,황혜숙,황혜숙,2012-03-01,공립(병설),2012-06-12,서울특별시교육청 / 강남서초교육지원청,02-2057-1676,등록된 홈페이지가 없습니다.,09 : 30 ~ 20 : 00,서울특별시 서초구 태봉로 59,"['방과후과정', '특수학급', '아침돌봄']",1,1,1,0,0,0,1,15.0,21.0,24.0,0.0,0.0,0.0,5.0,0,1,0.0,1.0,2.0,1,0,0,4.0,3,0,1,7,7,1,0,3,0,0,2014년 09월,37.5525561,126.9996092,서초구,7.0,65.0,9.285714285714286
461,서울우솔초등학교병설유치원,김인숙,김인숙,2013-01-09,공립(병설),2013-03-01,서울특별시교육청 / 강남서초교육지원청,3463-9073,http://www.woosol.es.kr,09 : 30 ~ 20 : 00,서울특별시 서초구 양재대로2길 74,"['방과후과정', '특수학급', '아침돌봄']",1,2,2,0,0,0,1,16.0,43.0,50.0,0.0,0.0,0.0,3.0,0,1,0.0,2.0,1.0,1,0,0,6.0,2,0,4,4,4,3,0,0,1,0,2017년 11월,37.4573033,127.0191244,서초구,9.0,112.0,12.444444444444445
462,서울우암초등학교병설유치원,이순임,이순임,2012-12-27,공립(병설),2013-05-10,서울특별시교육청 / 강남서초교육지원청,02-529-3285,http://www.wooam.es.kr,09 : 00 ~ 20 : 00,서울특별시 서초구 바우뫼로7길 38,"['방과후과정', '아침돌봄']",0,1,1,0,0,0,0,0.0,22.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2.0,0,0,0,4.0,2,0,3,3,3,2,0,0,0,0,2017년 10월,37.4721905,127.0239065,서초구,6.0,48.0,8.0
463,서울원당초등학교병설유치원,황재기,황재기,2000-01-15,공립(병설),2000-01-15,서울특별시교육청 / 동작관악교육지원청,02-879-2481,http://www.wondang.es.kr,09 : 30 ~ 20 : 00,서울특별시 관악구 봉천로 505,['방과후과정'],1,1,1,0,0,0,0,16.0,21.0,25.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,4.0,3,0,4,3,3,0,0,0,2,1,2017년 09월,37.4811753,126.9560764,관악구,7.0,62.0,8.857142857142858
464,서울원명초등학교병설유치원,강향옥,강향옥,2005-04-15,공립(병설),2005-05-04,서울특별시교육청 / 강남서초교육지원청,02-593-4490,http://www.wonmyong.es.kr/index/index.do,09 : 00 ~ 20 : 00,서울특별시 서초구 고무래로 90-6,['방과후과정'],0,1,1,0,0,0,0,0.0,22.0,24.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0,0,4.0,2,0,2,1,1,0,0,0,1,0,2017년 09월,37.500647,127.01656940000001,서초구,5.0,46.0,9.2
465,서울월정초등학교병설유치원,박찬옥,박찬옥,2013-07-25,공립(병설),2013-09-05,서울특별시교육청 / 강서양천교육지원청,02-2694-5013,http://www.woljung.kg.kr,09 : 00 ~ 20 : 00,서울특별시 강서구 월정로 176,['방과후과정'],1,1,1,0,0,0,0,16.0,22.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,4.0,2,0,3,3,3,0,0,1,2,0,2017년 10월,37.5347268,126.83605949999999,강서구,7.0,64.0,9.142857142857142
466,서울월촌초등학교병설유치원,박영애,박영애,1986-03-12,공립(병설),1986-04-17,서울특별시교육청 / 강서양천교육지원청,02-2643-3477,http://www.swc.kg.kr,09 : 30 ~ 20 : 00,서울특별시 양천구 목동중앙로 132,['방과후과정'],1,2,2,0,0,0,0,16.0,44.0,48.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,4.0,0,0,0,4.0,1,0,3,6,6,4,0,0,1,0,2017년 10월,37.5402835,126.8764371,양천구,9.0,108.0,12.0
467,서울위례별유치원,이선경,이선경,2016-04-30,공립(단설),2016-05-26,서울특별시교육청 / 강동송파교육지원청,02-402-3931,http://www.서울위례별유치원.kr,09 : 00 ~ 20 : 00,서울특별시 송파구 위례순환로 371,"['방과후과정', '특수학급']",3,3,3,0,0,0,2,47.0,61.0,76.0,0.0,0.0,0.0,8.0,1,1,0.0,2.0,7.0,1,0,0,5.0,8,0,6,8,8,3,3,4,0,0,2016년 10월,37.514543700000004,127.10659709999999,송파구,14.0,192.0,13.714285714285714
468,"서울위례초등학교병설유치원
                  
                  	
                	(휴원)",김남수,김남수,2000-01-15,공립(병설),2000-03-01,서울특별시교육청 / 강동송파교육지원청,02-484-9082,http://www.wirye.kg.kr,09 : 00 ~ 20 : 00,서울특별시 강동구 명일로 23,"['방과후과정', '특수학급']",0,1,1,0,0,0,1,0.0,16.0,21.0,0.0,0.0,0.0,4.0,0,0,0.0,1.0,1.0,0,0,0,3.0,3,0,2,3,3,1,0,0,1,0,2015년 09월,37.5223146,127.13938770000001,강동구,5.0,41.0,8.2
469,서울유치원,김태영,차영미,1987-03-01,사립(사인),1987-03-01,서울특별시교육청 / 서부교육지원청,02-306-1896,등록된 홈페이지가 없습니다.,09 : 00 ~ 19 : 00,서울특별시 마포구 월드컵북로 233-1,['방과후과정'],2,2,2,0,0,0,0,33.0,40.0,50.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,8.0,0,0,0,0.0,0,0,0,8,8,2,1,4,1,1,2015년 10월,37.5683664,126.904643,마포구,8.0,123.0,15.375
470,서울유치원,박진희,박진희,2001-01-22,사립(사인),2001-03-07,서울특별시교육청 / 동부교육지원청,02-959-9411,http://www.seoulkid.com,09 : 00 ~ 20 : 00,서울특별시 동대문구 한천로58길 47,['방과후과정'],2,4,3,0,0,0,0,40.0,83.0,77.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,16.0,0,0,0,0.0,0,0,1,16,16,7,3,5,2,0,2014년 10월,37.599974700000004,127.06850060000001,동대문구,17.0,200.0,11.764705882352942
472,서울유치원,김영춘,김영춘,1988-11-15,사립(사인),1988-11-15,서울특별시교육청 / 동작관악교육지원청,02-878-3773,http://www.seoul-montessori.com,09 : 00 ~ 17 : 00,서울특별시 관악구 관악로37길 20,['방과후과정'],0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,1,1,0.0,0.0,4.0,0,0,0,0.0,0,0,2,2,2,0,0,0,2,3,2015년 10월,37.487641499999995,126.9561063,관악구,4.0,49.0,12.25
473,서울윤중초등학교병설유치원,장덕실,장덕실,1987-12-30,공립(병설),1988-03-10,서울특별시교육청 / 남부교육지원청,02-783-0407,http://www.yunjung.es.kr,09 : 10 ~ 20 : 00,서울특별시 영등포구 여의나루로2길 14,['방과후과정'],1,1,1,0,0,0,0,16.0,22.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,4.0,2,0,2,5,5,1,1,0,1,0,2017년 10월,37.5197467,126.9228068,영등포구,7.0,64.0,9.142857142857142
474,서울율현초등학교병설유치원,김희아,김희아,2014-09-01,공립(병설),2014-09-01,서울특별시교육청 / 강남서초교육지원청,02-3413-8877,등록된 홈페이지가 없습니다.,09 : 00 ~ 20 : 00,서울특별시 강남구 밤고개로21길 15,"['방과후과정', '특수학급']",2,2,2,0,0,0,1,32.0,43.0,49.0,0.0,0.0,0.0,4.0,0,1,0.0,2.0,4.0,1,0,0,4.0,2,0,3,4,4,5,0,2,0,0,2017년 09월,37.47378079999999,127.1065697,강남구,10.0,128.0,12.8
475,서울은곡유치원,진성숙,진성숙,2015-03-01,공립(단설),2015-03-01,서울특별시교육청 / 강남서초교육지원청,02-3411-3347,http://eungokkg.co.kr/,09 : 00 ~ 20 : 00,서울특별시 강남구 헌릉로569길 41,"['방과후과정', '특수학급', '아침돌봄']",2,2,3,0,0,0,1,31.0,40.0,78.0,0.0,0.0,0.0,2.0,1,1,0.0,2.0,5.0,1,0,0,4.0,8,0,4,8,8,0,0,8,0,0,2017년 09월,37.466266,127.11678729999998,강남구,11.0,151.0,13.727272727272727
476,서울은로초등학교병설유치원,박옥화,박옥화,1985-01-14,공립(병설),1985-03-01,서울특별시교육청 / 동작관악교육지원청,02-826-5787,http://www.eunlokids.com,09 : 30 ~ 19 : 00,서울특별시 동작구 서달로 115,"['방과후과정', '특수학급']",1,1,2,0,0,0,1,13.0,22.0,45.0,0.0,0.0,0.0,4.0,0,1,0.0,1.0,3.0,1,0,0,4.0,2,0,2,5,5,3,0,1,0,1,2017년 09월,37.50319460000001,126.96021470000001,동작구,8.0,84.0,10.5
477,서울은명초등학교병설유치원,장명희,장명희,2009-03-10,공립(병설),2009-03-10,서울특별시교육청 / 서부교육지원청,02-359-9510,등록된 홈페이지가 없습니다.,09 : 00 ~ 20 : 00,서울특별시 은평구 은평로4길 21-9,"['방과후과정', '아침돌봄']",0,1,1,0,0,0,0,0.0,22.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2.0,0,0,0,2.0,2,0,3,0,0,0,0,0,1,1,2015년 11월,37.5979615,126.91883329999999,은평구,4.0,48.0,12.0
478,서울은빛유치원,이미준,이미준,2012-04-01,공립(단설),2012-04-01,서울특별시교육청 / 서부교육지원청,02-353-2230,http://www.seouleunbit.kg.kr/,09 : 00 ~ 20 : 00,서울특별시 은평구 진관3로 73-11,"['방과후과정', '특수학급']",2,2,2,0,0,0,1,32.0,42.0,51.0,0.0,0.0,0.0,4.0,1,1,0.0,2.0,4.0,0,0,0,7.0,11,0,3,8,8,2,2,0,2,0,2015년 09월,37.64449690000001,126.92669529999999,은평구,13.0,129.0,9.923076923076923
479,서울은천초등학교병설유치원,최미옥,최미옥,1994-08-05,공립(병설),1994-09-01,서울특별시교육청 / 동작관악교육지원청,02-883-6421,http://www.서울은천병설유치원.kr,09 : 00 ~ 20 : 00,서울특별시 관악구 은천로 69,"['방과후과정', '특수학급']",1,2,2,0,0,0,1,14.0,35.0,52.0,0.0,0.0,0.0,4.0,0,1,0.0,2.0,3.0,1,0,0,4.0,3,0,1,9,9,4,1,0,1,0,2015년 10월,37.486859100000004,126.94290330000001,관악구,9.0,105.0,11.666666666666666
480,서울은평초등학교병설유치원,문명근,문명근,1987-03-10,공립(병설),1987-03-10,서울특별시교육청 / 서부교육지원청,02-384-0407,http://www.eunpyeong.es.kr,09 : 00 ~ 20 : 00,서울특별시 은평구 은평로 239,['방과후과정'],0,1,1,0,0,0,0,0.0,17.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2.0,0,0,0,4.0,2,0,2,3,3,1,0,1,0,0,2015년 10월,37.601956799999996,126.9341059,은평구,6.0,43.0,7.166666666666667
481,서울이문유치원,윤경희,윤경희,2017-05-18,공립(단설),2017-09-01,서울특별시교육청 / 동부교육지원청,02-959-2023,등록된 홈페이지가 없습니다.,09 : 00 ~ 20 : 00,서울특별시 동대문구 신이문로 16,"['방과후과정', '특수학급']",1,2,2,0,0,0,0,14.0,43.0,50.0,0.0,0.0,0.0,0.0,1,1,0.0,2.0,3.0,1,0,0,4.0,6,0,4,5,5,2,0,3,0,1,-,37.601598100000004,127.0650878,동대문구,9.0,107.0,11.88888888888889
482,"서울이문초등학교병설유치원
                  
                  	(폐원)",홍준태,홍준태,1994-09-01,공립(병설),1994-09-01,서울특별시교육청 / 동부교육지원청,02-959-2023,http://www.imunk.co.kr,09 : 00 ~ 20 : 00,서울특별시 동대문구 신이문로 16,['방과후과정'],1,2,2,0,0,0,0,16.0,44.0,46.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,3.0,0,0,0,5.0,1,0,3,5,5,0,1,2,0,1,2015년 10월,37.601598100000004,127.0650878,동대문구,9.0,106.0,11.777777777777779
483,서울인왕초등학교병설유치원,조현희,조현희,2006-03-01,공립(병설),2006-03-01,서울특별시교육청 / 서부교육지원청,02-391-9520,http://www.inwang.es.kr,09 : 30 ~ 20 : 00,서울특별시 서대문구 세무서길 33-9,['방과후과정'],1,1,1,0,0,0,0,13.0,22.0,24.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3.0,0,0,0,4.0,2,0,2,5,5,1,1,0,1,0,2017년 11월,37.5901698,126.9450604,서대문구,7.0,59.0,8.428571428571429
484,서울자곡초등학교병설유치원,성낙일,성낙일,2014-09-01,공립(병설),2014-10-24,서울특별시교육청 / 강남서초교육지원청,02-3413-8780,http://www.jagok.es.kr,09 : 00 ~ 19 : 30,서울특별시 강남구 자곡로 150,['방과후과정'],1,1,1,0,0,0,0,16.0,22.0,25.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,2.0,2,0,1,2,2,2,0,1,0,0,2017년 09월,37.472051799999996,127.0996162,강남구,5.0,63.0,12.6
485,서울자양초등학교병설유치원,성금자,성금자,1987-03-02,공립(병설),1987-03-02,서울특별시교육청 / 성동광진교육지원청,02-455-8051,http://www.chayang.es.kr,09 : 00 ~ 20 : 00,서울특별시 광진구 아차산로44길 26,['방과후과정'],1,1,1,0,0,0,0,16.0,21.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0,0,5.0,2,0,1,6,6,1,1,0,0,0,2017년 10월,37.5369104,127.07948390000001,광진구,7.0,63.0,9.0
486,서울잠신초등학교병설유치원,김인숙,김인숙,1999-01-15,공립(병설),1999-03-18,서울특별시교육청 / 강동송파교육지원청,02-418-9559,http://www.jamshin.es.kr/index/index.do,09 : 00 ~ 19 : 30,서울특별시 송파구 잠실로 32,"['방과후과정', '특수학급']",0,1,1,0,0,0,1,0.0,21.0,23.0,0.0,0.0,0.0,4.0,0,0,0.0,1.0,0.0,0,0,0,5.0,0,0,1,4,4,0,0,0,1,0,2017년 11월,37.5141325,127.08791950000001,송파구,6.0,48.0,8.0
487,서울잠일초등학교병설유치원,김해충,김해충,1987-01-04,공립(병설),1987-01-04,서울특별시교육청 / 강동송파교육지원청,02-413-2856,http://www.jamil.es.kr/,09 : 00 ~ 20 : 00,서울특별시 송파구 올림픽로 95,['방과후과정'],0,1,2,0,0,0,0,0.0,22.0,48.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,4.0,2,0,2,2,2,0,1,1,1,0,2017년 10월,37.5312635,127.11867920000002,송파구,7.0,70.0,10.0
488,서울장곡초등학교병설유치원,신효순,신효순,2014-03-01,공립(병설),2014-03-06,서울특별시교육청 / 성북강북교육지원청,02-919-9128,http://www.janggokcho.es.kr,09 : 00 ~ 20 : 00,서울특별시 성북구 장월로23길 16,['방과후과정'],1,1,1,0,0,0,0,16.0,20.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0,0,5.0,3,0,2,5,5,1,0,0,1,0,2015년 09월,37.61670240000001,127.0479449,성북구,7.0,62.0,8.857142857142858
489,서울장수초등학교병설유치원,이옥주,이옥주,2006-03-01,공립(병설),2006-03-01,서울특별시교육청 / 강서양천교육지원청,070-8668-2609,http://www.jangsoo.es.kr,09 : 00 ~ 20 : 00,서울특별시 양천구 신정로13가길 30,"['방과후과정', '특수학급']",1,1,2,0,0,0,1,14.0,22.0,40.0,0.0,0.0,0.0,5.0,0,1,0.0,1.0,3.0,1,0,0,5.0,3,0,3,7,7,2,0,0,2,1,2017년 09월,37.512878,126.8450848,양천구,9.0,81.0,9.0
